xuhao,id,title,author,abstract,keywords,perio,juanhao,issn,read_url,pdf_url,content,original_url
161,JSGJ201710010,新常态下民办高校人才流失问题的思考,祝启军,"新常态下民办高校人才流失问题呈现新的特征,在流失的对象、主体、方向、动因和隐性人才流失等五个方面表现出来;从内外环境、个人需求、人才管理方式、文化氛围影响等四个因素分析人才流失问题的成因;从树立重视人才资源的理念、建立现代人力资源管理体系和建设学校软环境三个方面解决人才流失问题。 ","新常态;
                   民办高校;
                   人才流失;",江苏高教,2017年10期,1003-8418,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=JSGJ201710010&uid=,"http://kns.cnki.net/kns/download.aspx?filename=GREZL9yYMF3TnV3KYFXMBJ2U0pVSMJUSap1aCVFOrM1N1Ukd6p2Y4Y0Ro92aMxGdtlGewQGWY5WZ4d3dNVVR61Gexh2c28mYt9COmNDZJ5ETVF2aHNUduVnR0IEZHt0b5RnS6NleCJlTzJnQJp3Yrl3RYp0MZRUZ&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=JSGJ201710010
162,SHGJ201718004,义务教育学校标准化建设:现况、问题与理路选择,张新平 张冉,"义务教育学校标准化建设在取得进展的同时仍存在诸多问题。标准化建设过程与地方教育等级化的现状、办学同质化倾向相互交织,不同层面的相关者对义务教育学校标准及其标准化建设的理解出现偏差,影响了标准的制定与执行;民办学校的标准化建设缺乏内在动力与外在监督。面对这些问题,需要从地方教育的现实出发,厘清标准化与等级化、同质化的关系,明确标准化建设的对象与核心,科学制定标准及其评价指标体系。同时要发挥地方社会在标准化建设中的支持作用,促进义务教育学校标准化建设的实现与突破。 ","标准化建设;
                   义务教育学校;
                   县域;",教育发展研究,2017年18期,1008-3855,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=SHGJ201718004&uid=,"http://kns.cnki.net/kns/download.aspx?filename=4JmNB52K5UnR1gUU2kUQYREO6h3RsVlTvUWYol3LktmMpp1R4REN2EjTYhVQwoVb3VjW58mcXRXRYlFZSJlYz0kbJdzM4YkZZBjMo9SbpBlN5ZDRPJTU6R0LHZHeUZmT45kW5ZTZhlGS0JzYLFnNkJWWOh1bBZ2M&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=SHGJ201718004
163,GWZX201705005,《民办教育促进法》修改过程中的合法性问题探讨,阎凤桥,"新旧《民办教育促进法》核心思想的调整,可以被视为一种制度或合法性的转变,既反映了民办教育自身特质的变化,也反映了社会对于民办教育的不同期许。在修法过程中,官方的改革和创新意识是修法的政治基础,修法的核心内容采纳了专业人士的研究成果,修法的推进在于权力部门的引导和协调,修法通过立法者投票表决而完成。虽然民办教育新法与某些国家私立教育制度有相似性,但仍然留有中国历史的痕迹。《民办教育促进法》的修改过程,是各种不同参与者在遵循各自逻辑的行动下协同完成的。 ","《民办教育促进法》;
                   合法性;
                   变迁;
                   多重逻辑;",复旦教育论坛,2017年05期,1672-0059,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=GWZX201705005&uid=,"http://kns.cnki.net/kns/download.aspx?filename=0J0azMFZzYVcYxmWH9EMvEEe69GdFJHa2NmWY50Tux2RTBTbUlmdZFzUMJWM2QWNVFUZKlVezNVTzlGdnRnev9UMsdDNxZ1dKVWSJx0Uhx2LlZGOat2cnJDT1QDR5tWVFNWYoRUaZtiYllWePVjYwEVZodkdLRTY&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=GWZX201705005
164,GWZX201705006,《民办教育促进法》修法决定中“补偿奖励条款”研究,吴华 章露红,"全国人大常委会《修法决定》中的""补偿奖励条款""对现有民办学校(2016年11月7日《修法决定》公布前设立)转设时的剩余财产处置规定了总体政策框架,但该条款在文字表述上的歧义致使地方在制定实施意见时产生了普遍的理解偏差。通过对这些偏差进行合法性与合理性的深入讨论,得到以下基本结论:第一,获得""补偿或者奖励""是现有民办学校的普遍权利,与他们在新法实施以后的选择无关;第二,制定""补偿或者奖励""的地方政策必须完整体现《修法决定》关于主要因素的规定;第三,必须把民办学校历年培养的学生(毕业生与在校生)作为衡量现有民办学校办学效益的主要因素。 ","民办教育促进法;
                   修法决定;
                   补偿或者奖励;
                   分类管理;",复旦教育论坛,2017年05期,1672-0059,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=GWZX201705006&uid=,"http://kns.cnki.net/kns/download.aspx?filename=w0Ee4sWV0AFZoNVau10MhVUTIZWUwklVvoXbBtET4ome4VFaw9SY4pUVRZGO1Ezay8SWHZnWuBFaHZEdaZXYGJHc3N2TkNHdD92M09WQsJGa05kVzVVbUZ0dSdUW3s0cwwmQ4dFWuNlM5lVWR9ENrYVTVZjYWNHM&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=GWZX201705006
165,SXGY201705019,民办高校人才激励机制的构建,任芳 张星奇 郭鹏江,"为考察人才激励机制对民办高校员工留存、流失的影响,本文通过对陕西5所有代表性的民办高校的500名教师和教学管理人员进行问卷调查。文章采用非线性概率模型—logistic回归模型分析影响民办高校人才队伍激励需求的重要因素;同时,建立人才激励机制模型,并以X学院为例模拟了人员变动情况和人才激励对人员流失率的影响。研究发现,在民办高校中,职业稳定性、人际环境、精神激励对人才流动的影响比职业发展、职业发展环境、物质激励的影响更为显著。 ","民办高校;
                   人才激励机制;
                   MATLAB;
                   人才流失率;",西安财经学院学报,2017年05期,1672-2817,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=SXGY201705019&uid=,"http://kns.cnki.net/kns/download.aspx?filename=5EUT04GUiFXU2IlTrZGNqJEU0gUbI9idMNFb4ZDOn9ybrM1ZRRnS31UbJBHem1EZVVFTxxmSsJ3bz1EVGp1VCV0cnNDbJ9iZ15mRE1EVkVzKrVFSyJnYlJzZutGZrdDR0YVMl9ETtRkUxZ0VwcWUBFlZKVFRnJnb&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=SXGY201705019
166,SHGJ2017S1014,民办高校传媒类专业马克思主义新闻观教育研究初探,刘山河,"本文梳理了国内马克思主义新闻观教育的相关论文,发现对于民办高校马克思主义新闻观教育研究目前尚属空白,在此基础上,笔者提出了民办高校马克思主义新闻观教育面临的四大问题,指出对民办高校马克思主义新闻观教育进行摸底调查势在必行。 ","民办高校;
                   传媒类专业;
                   马克思主义新闻观教育;",教育发展研究,2017年S1期,1008-3855,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=SHGJ2017S1014&uid=,"http://kns.cnki.net/kns/download.aspx?filename=6Vjc1QlRLNENtR1cUVkVIRGMGdHTDh1KHN2bHhEa6BnMGNFUChEdKVDMhpVQm9CUz5kQQdHZshnRS9mQqBjeaV0ThFlQENEaONFOSF1dnBHauBXdKh2RWBVdMhTY500aXRFcXd0LqdmQrlkdwBHWkRmZYx0Z4EnN&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=SHGJ2017S1014
167,SHGJ201717009,地方民办教育新政:创新空间、边界与重要议题,章露红,"地方民办教育政策创新的空间呈现三种基本样态:宪法秩序赋予的合法性空间是前提和基础,制度非均衡所致的需求空间是源动力所在,""制约不完全""生成的策略空间是地方寻求政策突破的主要途径。因立法层级和法律效力不够产生的合法性危机是地方政策创新需要注意的法律边界问题。当前贯彻新法新政,地方政策创新需要聚焦以下六个重要议题:推进现有民办学校分类管理过渡、建立健全差异化的政策扶持体系、落实民办学校办学自主权、加强民办学校教师队伍建设、完善民办教育治理体系和丰富民办教育组织形态。 ","民办教育;
                   新法实施;
                   分类管理;
                   地方政策创新;",教育发展研究,2017年17期,1008-3855,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=SHGJ201717009&uid=,"http://kns.cnki.net/kns/download.aspx?filename=RhGNxAVT4UWYiRDZDFzT4cjNFhjTBN0YLlDbjdVSVJzZ2hHcFdWOWFVU3cGU6RGcVJ3QEhlRKtmeYdGZJhESKtGRxwGUz4mVyJlRttiZRpHSjRGZqVlcDlVZxpGZ5cmRyoXd0pEWWdUdKR2Y2R1Qt1GZ510dZhzb&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=SHGJ201717009
168,HBFX201710015,养老机构分类管理法律研究,孙文灿,"养老机构实行公益性和经营性分类管理与法人分类和民事主体登记紧密联系。目前从政策扶持和规范管理方面已初步实现了分类引导,但也存在公益性与经营性养老机构显著失衡、公益性机构不正当关联交易和企业化运作突出等问题,应充分借鉴民办学校分类改革做法,在设立程序、财产管理、内部治理、清算退出等方面完善制度,并做好转制衔接、政策引导和法规修订等配套工作。 ","养老机构;
                   分类管理;
                   公益性;
                   经营性;
                   法人财产权;",河北法学,2017年10期,1002-3933,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=HBFX201710015&uid=,"http://kns.cnki.net/kns/download.aspx?filename=INXS5lHeFlHZmhUQ0F3NrgzbqVXS01keWdlY4EnSuZTeapGei5GSSVTQNl1bRtyayl2R4YEcIZkRJZXRPRkc5RjV6RTenhVe6tmQFZmaZJWNQlkZjZ0LCxWcWREcDtUdMhjWvIGa2MGMRZGZQplRvBTW1QFUHNVQ&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=HBFX201710015
169,GJTA201709018,论政府对民办学校的再规制,康涛,"政府规制是政府的一种治理工具,以弥补市场缺陷、矫正市场失灵为目的。政府对民办学校进行规制的基本目标就是要确保其公益性的发挥和实现。政府在行政管理过程中对民办学校的监管失灵主要表现在:功利主义的管理理念、控制主义的管理目的、行政主义的管理方式和形式主义的管理手段。政府应将自身置于社会之中去进行规制,实现规制与被规制的互动,在信息交流和互动中提升对民办学校的管理水平和规制质量,从而使规制成为引导民办学校发展,而不仅仅是控制的治理工具。政府对民办学校的规制也应当依法进行,以寻求政府规制的法治化,为我国民办学校的自主发展提供稳定、持续的法治支持。 ","政府规制;
                   民办学校;
                   教育管理;
                   法治化;",高教探索,2017年09期,1673-9760,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=GJTA201709018&uid=,"http://kns.cnki.net/kns/download.aspx?filename=rc2bwZlMLxEeLtEb1MVQxg3VDVEVklnNTpnZNlGZ4lEV3w0QM5UdI5kN05mboFjeTpXY0ZmWmJkcP5GaxUWOtdzLyRnUTdjRthzKoZDSt5Ue2lURxMkUCp3MFRkM0t2KwNHR0dXZ0AnRMhEcCN0NHRGSVZ2c3sia&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=GJTA201709018
170,XDTQ201708004,基于日志分析的民办高校大学生网络生活类型研究,陈润文 邱勇 黄文彬 王军,"【目的】研究基于民办高校大学生的导航页面使用情况,揭示民办高校大学生典型的网络生活类型及特点。【方法】通过对导航页面设置数据采集点,获得民办高校大学生的点击行为和搜索行为数据,进行统一建模和特征提取后,利用聚类算法将其细分为几个有代表性的群体。【结果】将民办高校大学生划分为6个典型群体,分别为重度视频型、昼学夜玩型、搜索追剧型、沉迷直播型、劳逸结合型、勤奋学习型;民办高校大学生主要用网络看视频与直播,仅有小部分学生利用互联网进行学习。【局限】PC端导航页面行为仅能反映大学生网络生活的一部分,且数据的时间跨度为两个月,不能反映学生在期初和期末的行为差异。【结论】本研究实现了民办高校大学生群体中典型网络生活类型的识别,这将有助于民办高校大学生特点和行为规律的发现和总结,为提升高校服务管理水平提供参考建议。 ","民办高校;
                   日志挖掘;
                   聚类分析;",数据分析与知识发现,2017年08期,2096-3467,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=XDTQ201708004&uid=,"http://kns.cnki.net/kns/download.aspx?filename=uxGUKRTeWdkcs92T5YFcZpnWrBzUOdXZBVGbhV3KC1kVBVDRSN3dqRjciV0MEFURCBHauFHdmlXU3h0T49Wc6hGTPZ1Yap3TtlGa2IlUIx0VkFnR25GZxclV39iRQZFMHZ2NrNmM2VEUaZGWoN1dohzSWBFZsZWc&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=XDTQ201708004
171,LNGD201708012,基于知识图谱的学校法律治理问题研究可视化分析,梁成 韩小雨,"近年来,学校法律治理研究的相关文献数量呈上升发展态势,已经形成了核心作者群和高产机构群,研究集中于公立高校与政府的法律关系,民办学校、公立中小学校和教师的法律地位,学生伤害事故与法律责任以及学校内部治理结构等,还应在研究对象、研究方法、研究视角、人才队伍建设等方面进行深化研究。 ","学校;
                   法律;
                   研究热点;
                   知识图谱;",现代教育管理,2017年08期,1674-5485,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=LNGD201708012&uid=,"http://kns.cnki.net/kns/download.aspx?filename=ygkW1xkUspXWwETb3MGTwp2crtmSpNkcGdWYLhzQnVjYINGNIpHMsdWNipWR2NVdlNmdHJlVER3QClncvc1aWZmRzRjcpRkYvF3QtplYzhkQuZlW0VWNxIzZatiRGx0R2YHSXFEevlUcEN3QsNWWXFVd0hTZWBVO&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=LNGD201708012
172,XXDJ201715029,构建民办高校党建工作治理体系刍议,肖静,"民办高校党建工作治理体系是指为实现党建工作科学化而组成的具有一定功能的有机整体。它是由民办高校党建工作治理理论指导体系、治理结构体系、治理制度体系和治理执行体系等组成的系统。构建民办高校党建工作治理体系,应将治理理论和中国的国家治理思想相结合,构建民办高校党建工作治理理论指导体系;将外部治理与内部治理相结合,构建民办高校党建工作的治理结构体系;将制度的科学性与制度的执行效度相结合,构建民办高校党建工作治理制度体系;将治理方法与治理文化相结合,构建民办高校党建工作治理执行体系。 ","民办高校;
                   党建工作;
                   治理;
                   体系;",学校党建与思想教育,2017年15期,1007-5968,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=XXDJ201715029&uid=,"http://kns.cnki.net/kns/download.aspx?filename=ZpWQmdGTycUSklmTi9We0tGcxNXaqF2Sy82QHFTNLNXU5NWOYtyRkplZ3R3KxVjUPZHRrpnRC9USm9kUOZmTPpWUjR0N0wWeLJ0cQJHeiRmV3U3aTtWWIZ1T6ZFTFRUb5Z3VyYzQr8SVNlmYvoWUXV0d09SSUlFM&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=XXDJ201715029
173,JSGJ201708011,期权激励在民办高校队伍建设中的应用研究,侯红梅,"将期权激励引入民办高校队伍建设,既是民办高校留住人才管理策略的有益尝试,也是人才激励制度的创新。通过对民办高校实施期权激励机制可行性研究,分析期权激励在民办高校队伍建设中具有的实践价值,并在此基础上提出相关的政策建议。 ","期权激励;
                   民办高校;
                   队伍建设;",江苏高教,2017年08期,1003-8418,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=JSGJ201708011&uid=,"http://kns.cnki.net/kns/download.aspx?filename=olmNDpkNnhkUKFFSBNEN1BHMCV2YV9UeyRER4IFcz9SMkVVaUpXURdVaTZUQ5pGZIFETtZ3Ui1mTnNlQSFmT1tGNQZnWZlkRj9UMOdVQlJWQK5WSGdEOHp1avVGOEljNvhWW0RUa0s2LhV0NH9SdIdVTyV3LSZHb&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=JSGJ201708011
174,GHLJ201704016,民办高职院校工会现状及发展研究——以厦门民办高职院校工会为例,沈苑 黄文革 谢培培,"针对民办高职院校工会工作现实存在的""事难办""、""人难用""、""活难干""、""钱难要""的""四难""情况和""依政策立身""、""依兼职立言""、""依活动立名""、""依维权立信""的特色工作方式及其客观存在的问题,本文提出""合理分配各职能的比重,减缓资源有限的压力""、""研究建立民办高职院校工会评估机制,将工会工作纳入党建目标管理""、""总结推广民办高职院校工会的创新做法,满足教职工的多样化需求""、""出台政策保障民办高职院校工会,提高工会干部的职业认同感和幸福感""等发展建议。 ","民办高职院校;
                   工会现状;
                   发展建议;",中国劳动关系学院学报,2017年04期,1673-2375,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=GHLJ201704016&uid=,"http://kns.cnki.net/kns/download.aspx?filename=JBTd59CS1UXYE5GerE2cFNWeYN0djFFMFtCSmp3TTlVeRNmQL9SZ0hXZOFDdvhTdElTVkJkS592bxhXW40kd4JkVExWQud3bFlXYwkndhJjVRtEWzJDNyxUU2MHU5U0Mz4UZvs0TnFHMwcTMPhHbjBFWol2RCtCe&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=GHLJ201704016
175,SHGJ2017Z1002,"破解瓶颈制约,推进民办学校分类管理",董圣足,"<正>经2016年11月7日全国人大常委会修订后的《中华人民共和国民办教育促进法》(以下简称""民促法"")将于今年9月1日起正式生效实施。当前,各省级政府及其教育、人保、工商、民政、编制管理等部门,根据国家层面的授权,正在加紧研制地方配套文件,以期尽快出台施行。与此同时,国务院法制办会同教育部等部委也已启动民促法实施条例的修订工作,并将在不远的将来经国务院常务会议审议通过后予以颁布。 ",,教育发展研究,2017年Z1期,1008-3855,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=SHGJ2017Z1002&uid=,"http://kns.cnki.net/kns/download.aspx?filename=hBjdWNEc0p2YvEXailmZ0hjRrQnW3ITTlhWUOZDTOlHZxcUdBhzUxoUeRNVYQh2S2BlUNFGbYpWaEBnQax2ZHVmM6ZUeNpGdC10TyNEZwEjRWdEVkp2L2AzQyV2ZxJGRr0kSGdUMDxkeRJEcYJkelB3atRUR3U1a&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=SHGJ2017Z1002
176,SHGJ2017Z1020,我国发展营利性民办高校的困境及其策略,王鲁刚,"随着民办教育促进法修改草案审议通过以及三个配套政策文件相继出台,从顶层制度上扫除了我国营利性民办高校发展道路上的障碍。但是制度是一个规则,不能对其背后潜在的困境进行梳理和指引。本文从教师队伍、生源、定价学费、设置课程四个维度进行分析,提出有关于营利性民办高校发展的系列问题的解决关乎我国民办教育分类管理改革的成败。 ","构建师资队伍;
                   招徕生源;
                   定价学费;
                   设置课程;",教育发展研究,2017年Z1期,1008-3855,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=SHGJ2017Z1020&uid=,"http://kns.cnki.net/kns/download.aspx?filename=kFWVQJzN6RVSSd3b3FUQXxUc3MzUyBFWvlmbspVaxUXTklHbvsWS6FUTkdldGREWSdXQ5JkV2dVVKdmZBJzRyk2QzlnRhN0TZ1GWapmcLFURkRGboBHTZVmQkZTVXZFcJNFT4EXcIVXMpVDWjJWOsFEe0ZFZIl1Y&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=SHGJ2017Z1020
177,ZJYX2017S1017,新升民办本科院校转型发展探析——以青岛黄海学院为例,孟广东 徐兴林 王文慧,"青岛黄海学院始建于1996年,是一所新升格的民办本科大学。文章运用案例分析的方法,对该校转型过程中的措施、成效和问题进行了分析,并在此基础上探讨了新建本科院校转型过程中亟待解决的问题,提出了新建本科院校应用型本科教育与职业教育成功转型的一些切实可行的建议,以期有所启示。 ","青岛黄海学院;
                   民办本科院校;
                   应用型本科教育;",中国教育学刊,2017年S1期,1002-4808,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZJYX2017S1017&uid=,"http://kns.cnki.net/kns/download.aspx?filename=C1WVVdlY1kWTrVmRz00R4hGOuJlU5EnSzoFVCBnNNVUOPp1SFh3VFRVYqlTcatiZFZnY3pmR0JXYt9mR1IVar00TkFURoh3am9WZ41GSQdWSvk1cstmRUFmR0IVOlBjN2gDRRd3Qq9mcQ90YxQzdwJDdClzckVUU&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZJYX2017S1017
178,ZGGJ201707009,我国民办高校章程文本表达现状研究——基于105所民办本科高校章程的文本分析,王维坤 张德祥,"大学章程建设首要的工作是要确保章程文本的合法、合规、合理。提出了我国民办高校章程文本表达的观测指标体系,包括6个维度一级指标和20项章程内容要素。通过对我国105所民办本科高校的章程进行文本分析,发现我国民办高校章程在文本表达上普遍存在内容要素不齐全、个性特色不突出、内部权力结构不均衡、运行不规范、民主监督机制不健全等问题。应以国家对民办学校实施非营利性和营利性分类管理为契机,进一步加强民办高校外部制度的有效供给,健全民办高校的内部治理结构,完善民办高校学术组织的作用发挥机制,实现民办高校章程与内部具体规章的有效衔接。 ","民办高校;
                   大学章程;
                   文本表达;
                   现状;",中国高教研究,2017年07期,1004-3667,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=ZGGJ201707009&uid=,"http://kns.cnki.net/kns/download.aspx?filename=CpVdjVjTQR1KiRUNNJVdjRlQpVXTNREWkJHS31kcGtmYilGcP9COkRWY5VUSWpGMTdDMP92dRJkQ2N1YItCOi9EVEd0Qy0UQTdEMtN0VvU1QBVWNM1kM3pnTxFjcNxUTvlEMKRDO2tkNv8ibmV1ZV9yd2h0NWJGR&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=ZGGJ201707009
179,LNGD201707012,以新发展理念引领民办高校人事管理改革的探索——以广东省为例,黄枫珊,"全国民办高等教育经过20余年发展,现正从规模发展为主向内涵发展为主转型。民办高校人事管理作为民办高校内部管理重要主题之一,它的发展历程与民办高校的发展基本同步,在新的历史阶段面临着新机遇、新挑战、新要求。创新、协调、绿色、开放、共享的发展理念是党和国家工作大局以及经济社会转型发展的重要指针,同样适用于引领民办高校人事管理改革,有助于实现民办高校人事管理理念创新、制度创新和文化创新,提升民办高校人事管理水平,助推民办高校全面协调可持续发展。 ","理念;
                   民办高校;
                   人事管理;",现代教育管理,2017年07期,1674-5485,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=LNGD201707012&uid=,"http://kns.cnki.net/kns/download.aspx?filename=lJmVChEbM5mb5sCe5Y3QmhXOOBVWspnNBt2QuNGWpp0YMFTeDF3dhNzRz0EbjllUU1GSD9UWw9mbKtkR0R1SNBFZudVN3kzUhd0bjd3VZdzUxFHaCFzYJNXUWZ2TLRzYEl1N6NETwdXMEhXZ3dFcGtUQ4U3MIhVT&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=LNGD201707012
180,LNGD201707003,治理视域下政府与民办高校新型关系研究,唐静,"改革创新政府管理民办高等教育制度、构建公共治理机制的核心问题是理顺政府与民办高校的关系,明确政府、民办高校各自的权责划分。和管理层面的政府与民办高校的关系不同,在治理视野框架下,政府和民办高校将形成新型的合作伙伴关系,政府管理民办高等教育的角色、职能以及方式都会发生新的改变。在这种新型关系下,政府是有限的政府,对民办高校的治理是监督、引导、调控和服务。 ","政府;
                   民办高校;
                   治理;
                   关系;
                   合作伙伴;",现代教育管理,2017年07期,1674-5485,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=LNGD201707003&uid=,"http://kns.cnki.net/kns/download.aspx?filename=51WOiRTa2IkSXhGZwoWQ48CeIpUahlXNsZzQHlXQsRmY1lWVTlDTOVkQPNEbFN1VkRTWKBnQPJGaPNUaud0UrlVMR9UVSRTUNZESW90Mr4GcQZ1QohmMWpnU6Z1RzVjc5JFc5s0ZPljMpd0bKpER6tyNXFzT5V2c&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=LNGD201707003
181,GDSZ201704004,民办学校教师人事代理与流动制度初探,周海涛 刘永林,"民办学校教师整体素质偏低、队伍不稳定、结构不合理、流动不顺畅,缺少统一的法规、具体实施不够规范,一些地方在人事代理实践探索中证明行之有效、同时亟待国家层面的政策引导和支持,民办学校人事代理制度缺位、人才合理流动滞后等问题严重制约民办学校及其教师队伍的可持续发展。需要遵循法治路径、构建制度机制,完善人事代理、奠定制度基础,消除身份障碍、促进人才流动,建立健全民办学校人事代理与流动制度以及薪酬分配、社会保障、专业发展、鼓励扶持等配套制度,不断优化民办教育政策机制,进一步促进民办教育健康发展。 ","民办学校;
                   教师;
                   人事代理;
                   人才流动;",教师教育研究,2017年04期,1672-5905,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=GDSZ201704004&uid=,"http://kns.cnki.net/kns/download.aspx?filename=QVFU1EkcGNHbIFHMMJnSvUFO2hkQrtEckNkbphUa5Ind25UNjhHMWRGU1gEcoFEMrkzTBJESLRlV2d3QXF0YyYHZkNTMyVFeKd3YEhmT0kkSYlUe4kXUNlDVXd2Qx8yZQJ0KwtWMCdENUZ1SXN1cGJWMLF0cIRkY&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=GDSZ201704004
182,JYYJ201707010,高等教育公私并举与分类管理走势分析——基于中、法、德三国经验的视角,陈涛 邬大光,"二战之后,世界各国高等教育的举办主体发生变化,泾渭分明的公私界限逐渐模糊,高等教育办学体制从""国家举办""到""公私并举"",高等教育管理体制从""高度集中""到""权力下放"",高等教育投资体制从""政府拨款""到""多元筹资""。传统意义上的公立、私立高校的分类遇到了困境,判别维度不断""升级"",区分标准更加复杂化,对各国高等教育制定新的管理政策提出了挑战,突破公私二元的分类管理模式成为中、法、德三国应对政策挑战的主要手段。我国民办高等教育分类管理政策应坚持资金分配的公共性原则、治理模式的平衡性原则、质量评估的自主性原则、公平发展的协调性原则。 ","高等教育;
                   公私并举;
                   分类管理;",教育研究,2017年07期,1002-5731,http://kns.cnki.net/KXReader/Detail?dbcode=CJFD&filename=JYYJ201707010&uid=,"http://kns.cnki.net/kns/download.aspx?filename=KNXTSFzdFRDVshEdY5UNWlFOmBVMop3avBVRON0M1ImYphGb1UDZ6lnbrZ3d1ZmeDhmUDlWTMtkTaxGcyg2YJRlQERGd1kkdGdETWJkeyEEdLh0bJhERJhmNZlTYQx0btF1QXZGcWVHesJ1N5h0boZFTxklMU50a&tablename=CJFDLAST2017&dflag=pdfdown
                    ",,http://kns.cnki.net/kcms/detail/detail.aspx?dbcode=CJFD&filename=JYYJ201707010
